name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file,_reason
Fly With Me Animal Rescue,,CANADA +1,,,flywithme.animalrescue@gmail.com,,http://www.flywithmeanimalrescue.com/,clean,no,,,Not found in database
Fostering Hope Animal Rescue Foundation,,CANADA +1,,,fosteringhoperescue@gmail.com,,http://www.fosteringhoperescue.com/,clean,no,,,Not found in database
Global Pets & Animals Foundation / La fondation pour animauxGlobal,,CANADA +1,,,SFOTAK@GLOBALBANCORP.CA,,http://globalpetfoods.com/,clean,no,,,Not found in database
Gordon and Patricia Gray Animal Welfare Foundation,,CANADA +1,,,GORDGRAY@GRANITECONDOS.COM,,,clean,no,,,Not found in database
Greater Edmonton Animal Rescue Society (GEARS),,CANADA +1,,,info@edmontonanimalrescue.org,,http://www.edmontonanimalrescue.org/,clean,no,,,Not found in database
Gwaii Animal Helpline Society,,CANADA +1,,,gwaiianimalhelpline@gmail.com,,http://www.gwaiianimalhelpline.com/,clean,no,,,Not found in database
GREATER VICTORIA ANIMALS CRUSADERS,,CANADA +1,,,INFO@ANIMALCRUSADERS.CA,,http://www.animalcrusaders.ca/,clean,no,,,Not found in database
GREY Bruce Animal Shelter,,CANADA +1,,,GB-ANIMALSHELTER@HOTMAIL,,https://www.grey-bruceanimalshelter.com/,clean,no,,,Not found in database
Humboldt and District Society for Prevention of Cruelty to animals Inc.,,CANADA +1,,,HDSPCA@SASKTEL.NET,,,clean,no,,,Not found in database
HAPPY VALLEY-GOOSE BAY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,,CANADA +1,,,SPCA-HUGB@HOTMAIL.COM,,http://www.spca-hvgb.com/,clean,no,,,Not found in database
HIGHLAND ANIMAL RELIEF TEAM INC.,,CANADA +1,,,HARTTREASURER@GMAIL.COM,,http://www.hartnamimalrelief.ca/,clean,no,,,Not found in database
HUMANE ANIMAL RESCUE TEAM SOCIETY (HARTS),,CANADA +1,,,WANDCTISCHER@SHAW.CA,,http://www.humaneanimalrescueteam.ca/,clean,no,,,Not found in database
In the Woods Animal Rescue Society,,CANADA +1,,,INTHEWOODS@ZOHO.COM,,http://inthewoodsrescue.com/,clean,no,,,Not found in database
International Aid for Animals Foundation,,CANADA +1,,,intaid4animals@gmail.com,,http://www.iafaf.org/,clean,no,,,Not found in database
Invermere Companion Animal Network Society,,CANADA +1,,,INFO@ICANBC.COM,,http://www.icanbc.com/,clean,no,,,Not found in database
Kingston Animal Rescue,,CANADA +1,,,INFO@KINGSTONANIMALRESCUE.COM,,http://www.kingstonanimalrescue.com/,clean,no,,,Not found in database
KATIE'S PLACE DOMESTIC ANIMAL RESOURCE AND EDUCATION SOCIETY,,CANADA +1,,,KATIES.PLACE@SHAW.CA,,http://www.katiesplaceshelter.com/,clean,no,,,Not found in database
Lakeview Animal Sanctuary,,US +1,,,lakeviewanimalsanctuary@aol.com,,https://www.facebook.com/LakeviewAnimalSanctuary/,clean,no,,,Not found in database
Lakes Animal Friendship Society,,CANADA +1,,,ALISTAIR@LAKESANIMALFRIENDSHIP.CA,,http://www.lakesanimalfriendship.ca/,clean,no,,,Not found in database
Lily's Place Animal Sanctuary,,CANADA +1,,,hello@lilysplace.ca,,http://lilysplace.ca/,clean,no,,,Not found in database
Little Mittens Animal Rescue Association,,CANADA +1,,,littlemittensrescue@gmail.com,,http://www.littlemittens.org/,clean,no,,,Not found in database
LA SOCIÉTÉ POUR LA PRÉVENTION CONTRE LA CRUAUTÉ ENVERS LES ANIMAUX DE L'OUEST DU QUÉBEC/THE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS OF WESTERN QUEBEC,,CANADA +1,,,ahspca@storm.ca,,http://www.aylmer-hull-spca.qc.ca/,clean,no,,,Not found in database
LAKEFIELD ANIMAL WELFARE SOCIETY,,CANADA +1,,,INFO@LAKEFIELDANIMALWELFARE.ORG,,http://www.lakefieldanimalwelfare.org/,clean,no,,,Not found in database
Fayetteville Animal Protection Society,,US +1,,,info@fapspet.org,,https://www.fapspet.org/,clean,no,,,Not found in database
LETHBRIDGE PEOPLE FOR ANIMAL WELFARE (PAW) SOCIETY,,CANADA +1,,,PAWSOCIETY@SHAW.CA,,http://www.pawsociety.com/,clean,no,,,Not found in database
LILLIAN ALLBON CUMBERLAND COUNTY ANIMAL SHELTER,,CANADA +1,,,laanimalshelter@seasidehighspeed.com,,http://www.laanimalshelter.ca/,clean,no,,,Not found in database
LOWER MAINLAND NETWORK FOR ANIMALS SOCIETY,,CANADA +1,,,LMN4ANIMALS@HOTMAIL.COM,,http://network4animals.com/,clean,no,,,Not found in database
Mozart Sympawthy Animal Sanctuary Inc.,,CANADA +1,,,lauriebourgeois1963@gmail.com,,,clean,no,,,Not found in database
MARINE ANIMAL RESPONSE SOCIETY,,CANADA +1,,,MARS@MARINEANIMALS.CA,,http://www.marineanimals.ca/,clean,no,,,Not found in database
MUDHUSKIES ANIMAL SHELTER,,CANADA +1,,,JUDITHCONNOR@YAHOO.COM,,,clean,no,,,Not found in database
No Borders Animal Rescue Society (NOBARS),,CANADA +1,,,ROBIN.NOBARS@GMAIL.COM,,,clean,no,,,Not found in database
No-Kill Animal Association of Lethbridge,,CANADA +1,,,lethbridge.noka@gmail.com,,,clean,no,,,Not found in database
Northern Animal Rescue Inc.,,CANADA +1,,,NORTHERNANIMALRESCUE@GMAIL.COM,,http://www.northernanimalrescue.ca/,clean,no,,,Not found in database
NANTON & DISTRICT ANIMAL PROTECTION SOCIETY,,CANADA +1,,,JOHNSON4@TELUSPLANET.NET,,http://www.nantonanimalprotection.com/,clean,no,,,Not found in database
NIAGARA ACTION FOR ANIMALS,,CANADA +1,,,niagaraactionforanimals@sympatico.ca,,http://www.niagaraactionforanimals.org/,clean,no,,,Not found in database
Northeast Animal Shelter,,US +1,,,neasinfo@mspca.org,,https://www.northeastanimalshelter.org/,clean,no,,,Not found in database
Off the Rocks Animal Rescue,,US +1,,,offtherocksrescue@gmail.com,,https://www.offtherocksrescue.org/,clean,no,,,Not found in database
Olivia Baloo's Animal Rescue,,CANADA +1,,,hello@oliviabaloo.com,,http://www.oliviabaloo.com/,clean,no,,,Not found in database
Organisme d'aide animale espoir câlin MRC Rocher-Percé,,CANADA +1,,,oaa.espoircalin@hotmail.com,,http://www.oaaespoircalin.com/,clean,no,,,Not found in database
Out of the Ashes Large Animal Rescue (OALAR),,CANADA +1,,,animalrescuedonate@gmail.com,,http://animalrescuedonate.wixsite.com/website,clean,no,,,Not found in database
ORA-ORGANIZATION FOR THE RESCUE OF ANIMALS,,CANADA +1,,,VECCHIOCT@AOL.COM,,http://www.ora-animalsrescue.org/,clean,no,,,Not found in database
Pacific Volunteer Education and Assistance Team for Animals Society,,CANADA +1,,,VEATASOCIETY@GMAIL.COM,,,clean,no,,,Not found in database
Paws for Hope Animal Foundation,,CANADA +1,,,INFO@PAWSFORHOPE.ORG,,http://www.pawsforhope.org/,clean,no,,,Not found in database
People for Animals of Saskatchewan Inc.,,CANADA +1,,,INFO@REGINACATRESCUE.COM,,http://www.reginacatrescue.com/,clean,no,,,Not found in database
Pets Alive Animal Rescue Niagara Inc.,,CANADA +1,,,petsaliveniagara@gmail.com,,http://www.petsalivniagara.ca/,clean,no,,,Not found in database
Promised Land Animal Sanctuary,,CANADA +1,,,promisedlandanimalsanctuary@gmail.com,,,clean,no,,,Not found in database
Providing Animals with Safety for Life Foundation,,CANADA +1,,,PAWSRESCUE@HOTMAIL.COM,,http://www.paws-rescue.com/,clean,no,,,Not found in database
PACIFIC ANIMAL FOUNDATION,,CANADA +1,,,ADMIN@PACIFICANIMAL.ORG,,http://www.pacificanimal.org/,clean,no,,,Not found in database
PACIFIC ANIMAL THERAPY SOCIETY,,CANADA +1,,,INFO@PATSPETS.CA,,http://patspets.ca/,clean,no,,,Not found in database
Paws and Claws Animal Rescue and Resort,,US +1,,,info@pawsandclawsrr.org,,https://www.pawsandclawsrr.org/,clean,no,,,Not found in database
PNPC Animal Rescue,,CANADA +1,,,PNPCANIMALRESCUE@GMAIL.COM,,http://www.pnpc.ca/,clean,no,,,Not found in database
PROMOTING ANIMAL WELFARE SOCIETY (P A W S ) OF GEORGINA,,CANADA +1,,,PAWS@PAWSOFGEORGINA.COM,,http://www.pawsofgeorgina.com/,clean,no,,,Not found in database
PROTECTING ANIMAL LIFE SOCIETY (P.A.L.S.),,CANADA +1,,,NAKUSP.PALS@GMAIL.COM,,http://www.nakusppals.com/,clean,no,,,Not found in database
R.A.S.T.A. (RESCUE AND SANCTUARY FOR THREATENED ANIMALS),,CANADA +1,,,RASTASANCTUARY@GMAIL.COM,,http://www.rastarescue.org/,clean,no,,,Not found in database
Rocky Mountain Animal Rescue Foundation,,CANADA +1,,,ROCKYMOUNTAINANIMALRESCUE@GMAIL.COM,,http://rockymountainanimalrescue.com/,clean,no,,,Not found in database
Rocky Organization for Animal Rescue (ROAR Society),,CANADA +1,,,roarsociety@yahoo.ca,,http://www.roarsociety.ca/index.html,clean,no,,,Not found in database
RESEAU SECOURS ANIMAL (R.S.A.)/ANIMAL RESCUE NETWORK (A.R.N.),,CANADA +1,,,communications.rsa.arn@gmail.com,,http://www.animalrescuenetwork.org/,clean,no,,,Not found in database
RESPONSIBLE ANIMAL CARE SOCIETY,,CANADA +1,,,INFO@TRAC-BC.CA,,http://www.tracs-bc.ca/,clean,no,,,Not found in database
Saving Animals From Euthanasia Team Edmonton Society,,CANADA +1,,,SAFETEAMFUNDRAISER@HOTMAIL.COM,,http://www.safeteam.ca/,clean,no,,,Not found in database
Society of Semiahmoo Animal League,,CANADA +1,,,KERYN@SALI.CA,,http://www.sali.ca/,clean,no,,,Not found in database
Swan Valley Animal Protection League Incorporated,,CANADA +1,,,KAT31@LIVE.CA,,,clean,no,,,Not found in database
SAVE ANIMALS THROUGH RESCUE AND ADOPTION (S.A.R.A),,CANADA +1,,,SARASOCIETY@GMAIL.COM,,http://sarasociety.com/,clean,no,,,Not found in database
SECOND CHANCE ANIMAL RESCUE OF WINDSOR-ESSEX COUNTY,,CANADA +1,,,info@scarescue.org,,http://www.scarescue.org/,clean,no,,,Not found in database
SECOND CHANCE ANIMAL RESCUE SOCIETY,,CANADA +1,,,scars@scarscare.ca,,http://www.scarscare.ca/,clean,no,,,Not found in database
SENIOR ANIMALS IN NEED TODAY SOCIETY,,CANADA +1,,,CJHINE@SHAW.CA,,http://www.saintsrescue.ca/,clean,no,,,Not found in database
SOCIETE QUEBECOISE POUR LA DEFENCE DES ANIMAUX QUEBEC SOCIETY FOR THE DEFENCE OF ANIMALS,,CANADA +1,,,SQDA1976@GMAIL.COM,,http://www.sqda.org/,clean,no,,,Not found in database
SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS SWIFT CURRENT BRANCH,,CANADA +1,,,DQUEBEC@SASKTEL.NET,,http://www.spcaswiftcurrent.com/,clean,no,,,Not found in database
STERI-ANIMAL,,CANADA +1,,,LINDA.H@SYMPATICO.CA,,http://www.steri-animal.petfinder.org/,clean,no,,,Not found in database
T.L.C. ANIMAL AID,,CANADA +1,,,BAXIBOL@YAHOO.CA,,http://tlcanimalaid.org/,clean,no,,,Not found in database
Tails to Tell Animal Rescue Shelter Ltd.,,CANADA +1,,,INFO@TAILSTOTELL.CA,,http://www.tailstotell.ca/,clean,no,,,Not found in database
THE ANIMAL CANCER THERAPY SUBSIDIZATION SOCIETY (ACTSS),,CANADA +1,,,info@actssalberta.ca,,http://www.actssalberta.ca/,clean,no,,,Not found in database
THE ANIMAL GUARDIAN SOCIETY,,CANADA +1,,,TAGSINFO@YAHOO.CA,,http://animalguardian.org/,clean,no,,,Not found in database
THE BAY OF ISLANDS SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS CORP.,,CANADA +1,,,NLWESTSPCA@GMAIL.COM,,http://nlwestspca.com/,clean,no,,,Not found in database
THE CANADIAN FOUNDATION FOR ANIMAL-ASSISTED SUPPORT SERVICES / LA FONDATION CANADIENNE DES SERVICES DE SOUTIEN ASSISTÉS PAR ANIMAUX,,CANADA +1,,,GENERALINFO@CF4AASS.ORG,,http://www.cf4aass.org/,clean,no,,,Not found in database
THE ELSA WILD ANIMAL APPEAL OF CANADA,,CANADA +1,,,INFO@ELSACANADA.COM,,http://www.elsacanada.com/,clean,no,,,Not found in database
THE NORTHERN ONTARIO ANIMAL WELFARE SOCIETY,,CANADA +1,,,LINDA@NOAWS.COM,,http://www.noaws.com/,clean,no,,,Not found in database
THE ONLY ANIMAL THEATRE SOCIETY,,CANADA +1,,,INFO@THEONLYANIMAL.COM,,http://www.theonlyanimal.com/,clean,no,,,Not found in database
THE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS (NEWFOUNDLAND & LABRADOR),,CANADA +1,,,DIRECTOR@SPCASTJOHNS.ORG,,http://www.spcastjohns.org/,clean,no,,,Not found in database
Hallie Hill Animal Sanctuary,,US +1,,,info@halliehill.com,,https://www.halliehill.com/,clean,no,,,Not found in database
VICTORIA COUNTY ANIMAL SHELTER INC.,,CANADA +1,,,SISSONRIDGE@GMAIL.COM,,,clean,no,,,Not found in database
VOICE OF CONCERN FOR ANIMAL LIFE SOCIETY,,CANADA +1,,,INFO@VOCALVICTORIA.COM,,,clean,no,,,Not found in database
World Society for the Protection of Animals Canada /Société mondiale pour la protection des animaux Canada,,CANADA +1,,,INFO@WORDANIMALPROTECTION.CA,,http://worldanimalprotection.ca/,clean,no,,,Not found in database
WEST COAST ANIMALS FOR COMMUNITY CARE AND EMOTIONAL SUPPORT SOCIETY,,CANADA +1,,,ACCESSDOGS@GMAIL.COM,,,clean,no,,,Not found in database
WHISTLER ANIMALS GALORE SOCIETY,,CANADA +1,,,WAG@WHISTERWAG.COM,,http://www.whistlerwag.com/,clean,no,,,Not found in database
A Home for Hooves Farm Sanctuary Foundation,,CANADA +1,,,homeforhooves@gmail.com,,http://www.ahomeforhoovesfarmsanctuary.com/,clean,no,,,Not found in database
ASPEN VALLEY WILDLIFE SANCTUARY (ROSSEAU),,CANADA +1,,,INFO@ASPENVALLEY.CA,,http://www.aspenvalley.ca/,clean,no,,,Not found in database
Bear Creek Exotic Wildlife Sanctuary Inc.,,CANADA +1,,,INFO@BEARCREEKSANCTUARY.COM,,http://bearcreeksanctuary.com/,clean,no,,,Not found in database
Carters Forever Rescue and Sanctuary Ltd.,,CANADA +1,,,,,http://www.cartersreseve.com/,clean,no,,,Not found in database
COUNTRY CAT SANCTUARY,,CANADA +1,,,,,http://countrycatrescue.com/,clean,no,,,Not found in database
DELKATLA SANCTUARY SOCIETY,,CANADA +1,,,HECATEBIRD@GMAIL.COM,,http://haidagwallbirds.com/,clean,no,,,Not found in database
Eden's Way Farm Sanctuary,,CANADA +1,,,edenswayfarmsanctuary@gmail.com,,http://www.edenswayfarmsanctuary.ca/,clean,no,,,Not found in database
Forget Me Not Cat Sanctuary Society,,CANADA +1,,,JUNEVOLSKY@SHAW.CA,,http://www.forgetmenotcats.com/,clean,no,,,Not found in database
Friends of Shoal Harbour Sanctuary ON The Salish Sea: Important Bird Area Society,,CANADA +1,,,BOBPEART@SHAW.CA,,http://www.shoalharbour.com/,clean,no,,,Not found in database
FRIENDS OF PARROT SANCTUARY SOCIETY,,CANADA +1,,,PARROTISLAND@SHAW.CA,,http://www.parotisland.net/,clean,no,,,Not found in database
Leilani Farm Sanctuary,,US +1,,,info@leilanifarmsanctuary.org,,https://leilanifarmsanctuary.org/,clean,no,,,Not found in database
GREYHAVEN EXOTIC BIRD SANCTUARY,,CANADA +1,,,INFO@GREYHAVEN.BC.CA,,http://www.greyhavenbirds.com/,clean,no,,,Not found in database
Hearts to Homes Feline Rescue & Sanctuary,,CANADA +1,,,HEARTSTOHOMESFELINES@GMAIL.COM,,http://www.heartstohomes.ca/,clean,no,,,Not found in database
Horse Rescue Ontario and Sanctuary,,CANADA +1,,,DEBBI.S.BROWN@GMAIL.COM,,http://www.horserescueontario.org/,clean,no,,,Not found in database
HAPPY CAT SANCTUARY SOCIETY OF ALBERTA,,CANADA +1,,,ROHLBARB@GMAIL.COM,,http://www.happycatsanctuary.net/,clean,no,,,Not found in database
HEARTS ON NOSES A MINI PIG SANCTUARY,,CANADA +1,,,HEARTSONNOSES@SHAW.CA,,http://heartsonnoses.com/,clean,no,,,Not found in database
Kitchensink Rescue Farm & Sanctuary Society,,CANADA +1,,,kitchensinkrescue@gmail.com,,,clean,no,,,Not found in database
Last Chance Horse and Pony Rescue and Sanctuary,,CANADA +1,,,LASTCHANCEHORSEANDPONYRESCUE@HOTMAIL.COM,,http://lchpr.org/,clean,no,,,Not found in database
ORGANIZATION ADVOCATING SANCTUARY FOR ENDANGERED SPECIES,,CANADA +1,,,ADMIN@OASESCONSERVATION.ORG,,http://www.oasesconservation.org/,clean,no,,,Not found in database
Pawsitive Sanctuary,,CANADA +1,,,infopawsitivesanctuary@gmail.com,,http://www.pawsitivesanctuary.com/,clean,no,,,Not found in database
PAWS AND WHISKERS SANCTUARY INC.,,CANADA +1,,,PAWS@BELLALIANT.NET,,http://www.pawssussex.ca/,clean,no,,,Not found in database
Running Rabbit Farm Rabbit Rescue Sanctuary and Education Centre,,CANADA +1,,,BUNNYLADY2@YAHOO.CA,,http://www.runningrabbitfarm.com/,clean,no,,,Not found in database
RIDEAU VALLEY WILDLIFE SANCTUARY,,CANADA +1,,,INFO@RIDEAUWILDLIFE.ORG,,http://www.rideauwildlife.org/,clean,no,,,Not found in database
Stars Piggly Wigglys Sanctuary Foundation,,CANADA +1,,,spwsanctuary@outlook.com,,http://www.starspigglywigglyssanctuary.com/,clean,no,,,Not found in database
Story Book Farm Primate Sanctuary,,CANADA +1,,,SBFPSANCTUARY@GMAIL.COM,,http://https//www.storybookmonkeys.org/contact.htm,clean,no,,,Not found in database
SECOND CHANCE WILDLIFE SANCTUARY,,CANADA +1,,,ADOPTACAT@SECOND-CHANCE.WS,,http://www.second-chance.ws/,clean,no,,,Not found in database
Tango's Lead Canine Rescue & Sanctuary,,CANADA +1,,,tangoslead@gmail.com,,http://tangosleeadcaninerescue.com/,clean,no,,,Not found in database
The Alice Sanctuary,,CANADA +1,,,info@thealicesanctuary.org,,http://www.thealicesanctuary.ca/,clean,no,,,Not found in database
The Ass Menagerie Sanctuary,,CANADA +1,,,leisa@assmenageriesanctuary.com,,http://www.assmenageriesanctuary.com/,clean,no,,,Not found in database
The Donkey Sanctuary,,UK +44,,,,,https://www.thedonkeysanctuary.org.uk/,clean,no,,,Not found in database
THE DONKEY SANCTUARY OF CANADA,,CANADA +1,,,INFO@DONKEYSANCTUARY.CA,,http://www.donkeysanctuary.ca/,clean,no,,,Not found in database
Woodlands Wildlife Sanctuary,,CANADA +1,,,ADMIN@WOODLANDSWILDLIFESANCTUARY.CA,,http://www.woodlandswildlifesanctuary.ca/,clean,no,,,Not found in database
WARREN PEACE BUNNY SANCTUARY,,CANADA +1,,,ANNIE.WARRENPEACE@GMAIL.COM,,http://www.wpbs.blogspot.com/,clean,no,,,Not found in database
Yamnuska Wolfdog Sanctuary Ltd.,,CANADA +1,,,YAMNUSKAWOLFDOGSANCTUARY@GMAIL.COM,,,clean,no,,,Not found in database
ARF- Animal Rescue Foundation (Calgary),,CANADA +1,,,,,https://arf.ab.ca/,clean,no,,,Not found in database
BARCs Rescue (Calgary),,CANADA +1,,,info@barcsrescue.com,,https://barcsrescue.com/,clean,no,,,Not found in database
"FRFA, Feline Rescue Foundation of Alberta (Calgary)",,CANADA +1,,,contact@frfa.ca,,https://frfa.ca/,clean,no,,,Not found in database
Little Mutts Rescue Society (Calgary),,CANADA +1,,,littlemuttsrescue@gmail.com,,https://www.littlemuttsrescue.org/,clean,no,,,Not found in database
"MEOW, Make Each One Wanted Foundation (Calgary)",,CANADA +1,,,socialmedia@meowfoundation.com,,https://meowfoundation.com/,clean,no,,,Not found in database
Misty Creek Dog Rescue (Calgary),,CANADA +1,,,info@mistycreekdogrescue.com,,https://mistycreekdogrescue.com/,clean,no,,,Not found in database
Pawsitive Match Rescue (Calgary),,CANADA +1,,,board@pawsitivematch.org,,https://pawsitivematch.org/,clean,no,,,Not found in database
Pets for Life (Calgary),,CANADA +1,,,info@petsforlifesocietyalberta.ca,,https://petsforlifesocietyalberta.ca/,clean,no,,,Not found in database
Rocky Mountain Animal Rescue (Canmore),,CANADA +1,,,rockymountainanimalrescue@gmail.com,,http://www.rockymountainanimalrescue.com/,clean,no,,,Not found in database
Northern Spirit K9 Rescue (Edmonton),,CANADA +1,,,,,https://www.facebook.com/northernspiritk9/,clean,no,,,Not found in database
Heaven Can Wait Rescue Foundation,,CANADA +1,,,hcw@telusplanet.net,,https://www.heavencanwait.ca/,clean,no,,,Not found in database
Pound Rescue (Okotoks),,CANADA +1,,,poundrescue@gmail.com,,http://poundrescue.com/,clean,no,,,Not found in database
Red Deer & District SPCA,,CANADA +1,,,info@cahumane.com,,https://reddeerspca.com/home,clean,no,,,Not found in database
Whisker Rescue (Red Deer),,CANADA +1,,,whiskerrescue@live.com,,https://whiskerrescue.com/,clean,no,,,Not found in database
Small Animal Rescue Society of BC (SARS BC),,CANADA +1,,,info@smallanimalrescue.org,,http://smallanimalrescue.org/,clean,no,,,Not found in database
CARES Cat Shelter,,CANADA +1,,,,,https://www.carescatshelter.com/,clean,no,,,Not found in database
Katie’s Place (Maple Ridge),,CANADA +1,,,Info@katiesplaceshelter.com,,https://katiesplaceshelter.com/,clean,no,,,Not found in database
FVHS - Fraser Valley Humane Society (Mission),,CANADA +1,,,catcare@fraservalleyhumanesociety.com,,https://fraservalleyhumanesociety.com/,clean,no,,,Not found in database
"KAAP, Kootenay Animal Assistance Program Socierty (Nelson)",,CANADA +1,,,contact@kaap.ca,,https://www.kaap.ca/,clean,no,,,Not found in database
"RAPS, Richmond Animal Protection Society (Richmond)",,CANADA +1,,,info@rapsbc.com,,https://www.rapsbc.com/,clean,no,,,Not found in database
